2025-07-24 19:00:00,192.59,192.62,192.3,192.45,43323.0
2025-07-24 18:00:00,192.5,192.87,192.17,192.57,80081.0
2025-07-24 17:00:00,192.17,192.59,164.67,192.52,67394.0
2025-07-24 16:00:00,192.1801,201.409,180.6419,192.38,7253433.0
2025-07-24 15:00:00,193.07,195.0,191.98,192.18,9473142.0
2025-07-24 14:00:00,193.31,194.2,192.237,193.1,4507844.0
2025-07-24 13:00:00,191.7,193.48,191.69,193.31,4429626.0
2025-07-24 12:00:00,193.3028,193.66,191.6735,191.69,6167146.0
2025-07-24 11:00:00,193.04,194.38,192.86,193.31,7937309.0
2025-07-24 10:00:00,193.51,193.6,191.0,193.04,15024692.0
2025-07-24 09:00:00,197.7899,197.95,190.665,193.56,20263573.0
2025-07-24 08:00:00,196.8,198.0,175.6002,197.78,1187641.0
2025-07-24 07:00:00,196.49,197.75,196.3,196.81,454323.0
2025-07-24 06:00:00,196.77,197.03,196.06,196.44,201834.0
2025-07-24 05:00:00,195.98,197.1,195.91,196.77,235311.0
2025-07-24 04:00:00,194.8,196.06,194.29,195.95,255698.0
2025-07-23 19:00:00,193.93,194.44,193.59,193.7,356211.0
2025-07-23 18:00:00,192.99,194.0,192.94,193.93,312440.0
2025-07-23 17:00:00,192.88,198.0,190.23,193.0,3824566.0
2025-07-23 16:00:00,190.37,203.9372,179.5231,193.0,16864784.0
